0, 1001365, 0, 0, 0, 0.000000, 0
2, 991352, 10013, 0, 0, 0.000000, 0
3, 991352, 10013, 0, 0, 0.000000, 0
4, 991352, 10013, 0, 0, 0.000000, 0
5, 991352, 10013, 0, 0, 0.000000, 0
6, 991352, 10013, 0, 0, 0.000000, 0
7, 991352, 10013, 0, 0, 0.000000, 0
8, 991352, 10013, 0, 0, 0.000000, 0
9, 991338, 10026, 1, 0, 185.410431, 0
10, 990637, 10724, 4, 0, 4315.174316, 0
11, 986123, 15212, 30, 0, 36472.308594, 0
12, 958381, 42877, 107, 0, 204505.062500, 0
13, 872834, 128195, 336, 0, 717245.812500, 0
14, 675323, 325267, 775, 0, 2032494.125000, 0
15, 392946, 606920, 1499, 0, 4571642.500000, 0
16, 136895, 861867, 2603, 0, 9010604.000000, 0
17, 25004, 972427, 3934, 0, 15745811.000000, 0
18, 3677, 992397, 5291, 0, 24650942.000000, 0
19, 269, 994444, 6652, 0, 35293588.000000, 0
20, 1, 993490, 7874, 0, 47161812.000000, 0
21, 0, 992294, 9071, 0, 59619524.000000, 0
22, 0, 990683, 10682, 0, 72973392.000000, 0
23, 0, 986989, 14376, 0, 90178072.000000, 0
24, 0, 978338, 23025, 2, 119251712.000000, 0
25, 0, 959256, 42107, 2, 178004160.000000, 0
26, 0, 923388, 77975, 2, 296382464.000000, 0
27, 0, 864884, 136478, 3, 514116960.000000, 0
28, 0, 780295, 221064, 6, 874287232.000000, 0
29, 0, 673877, 327480, 8, 1410708992.000000, 0
30, 0, 552405, 448945, 15, 2134253568.000000, 0
31, 0, 428691, 572648, 26, 3025865472.000000, 0
32, 0, 315314, 686003, 48, 4037037824.000000, 0
33, 0, 218583, 782719, 63, 5103509504.000000, 0
34, 0, 143210, 858054, 101, 6161861120.000000, 0
35, 0, 88537, 912655, 173, 7156241408.000000, 0
36, 0, 52199, 948893, 273, 8049988096.000000, 0
37, 0, 29016, 971895, 454, 8822897664.000000, 0
38, 0, 15527, 985117, 721, 9470389248.000000, 0
39, 0, 7905, 992333, 1127, 10004383744.000000, 0
40, 0, 3956, 995707, 1702, 10418477056.000000, 0
41, 0, 1856, 997111, 2398, 10768173056.000000, 0
42, 0, 855, 997160, 3350, 11073275904.000000, 0
43, 0, 427, 996482, 4456, 11246083072.000000, 0
44, 0, 240, 995399, 5726, 11332684800.000000, 0
45, 0, 162, 993704, 7499, 11450970112.000000, 0
46, 0, 157, 991023, 10185, 11556791296.000000, 0
47, 0, 183, 986343, 14839, 11600591872.000000, 0
48, 1, 242, 978332, 22790, 11616174080.000000, 0
49, 0, 361, 964594, 36410, 11616763904.000000, 0
50, 1, 547, 942270, 58547, 11578051584.000000, 0
51, 1, 859, 908596, 91909, 11473226752.000000, 0
52, 0, 1340, 861538, 138487, 11292460032.000000, 0
53, 4, 2008, 799362, 199991, 11011529728.000000, 0
54, 4, 2953, 723246, 275162, 10602412032.000000, 0
55, 11, 4157, 635686, 361511, 10053408768.000000, 0
56, 13, 5721, 540943, 454688, 9387336704.000000, 0
57, 7, 7691, 445487, 548180, 8613553152.000000, 0
58, 12, 9899, 354214, 637240, 7763343872.000000, 0
59, 12, 12467, 271306, 717580, 6869224448.000000, 0
60, 20, 15189, 200651, 785505, 5968899584.000000, 0
61, 23, 17892, 143266, 840184, 5098498048.000000, 0
62, 14, 20687, 99754, 880910, 4287902720.000000, 0
63, 14, 23241, 67791, 910319, 3557388800.000000, 0
64, 20, 25485, 46122, 929738, 2918266368.000000, 0
65, 22, 27369, 32464, 941510, 2374520576.000000, 0
66, 8, 28804, 24806, 947747, 1923640320.000000, 0
67, 13, 29647, 21692, 950013, 1558834432.000000, 0
68, 15, 29952, 21615, 949783, 1270860928.000000, 0
69, 16, 29791, 23524, 948034, 1049456256.000000, 0
70, 17, 28914, 27230, 945204, 884630848.000000, 0
71, 21, 27752, 31693, 941899, 767220032.000000, 0
72, 24, 25991, 36899, 938451, 688749056.000000, 0
73, 22, 24094, 42675, 934574, 642379264.000000, 0
74, 10, 21885, 48712, 930758, 621891136.000000, 0
75, 14, 19591, 54828, 926932, 622099264.000000, 0
76, 20, 17118, 61129, 923098, 638809408.000000, 0
77, 9, 14876, 67204, 919276, 668186496.000000, 0
78, 25, 12726, 73107, 915507, 707099008.000000, 0
79, 16, 10583, 79044, 911722, 753076032.000000, 0
80, 17, 8745, 84648, 907955, 804124416.000000, 0
81, 19, 7115, 90057, 904174, 858507072.000000, 0
82, 14, 5776, 95206, 900369, 914773952.000000, 0
83, 20, 4567, 100050, 896728, 971723264.000000, 0
84, 15, 3609, 104809, 892932, 1028939328.000000, 0
85, 19, 2761, 109358, 889227, 1085892608.000000, 0
86, 11, 2085, 113622, 885647, 1141891840.000000, 0
87, 25, 1595, 117659, 882086, 1196594048.000000, 0
88, 19, 1188, 121760, 878398, 1250006144.000000, 0
89, 19, 868, 125693, 874785, 1302185344.000000, 0
90, 15, 640, 129600, 871110, 1353190400.000000, 0
91, 21, 480, 133313, 867551, 1402892416.000000, 0
92, 17, 333, 137079, 863936, 1451774464.000000, 0
93, 14, 259, 140680, 860412, 1499358208.000000, 0
94, 16, 194, 144234, 856921, 1546070400.000000, 0
95, 18, 133, 147777, 853437, 1591904768.000000, 0
96, 23, 99, 151282, 849961, 1636870528.000000, 0
97, 18, 81, 154685, 846581, 1681089792.000000, 0
98, 19, 73, 158143, 843130, 1724640640.000000, 0
99, 19, 65, 161456, 839825, 1767513472.000000, 0
100, 20, 87, 164580, 836678, 1809605632.000000, 0
101, 19, 112, 167753, 833481, 1850714752.000000, 0
102, 23, 131, 170799, 830412, 1890856832.000000, 0
103, 17, 161, 173631, 827556, 1929861376.000000, 0
104, 16, 197, 176202, 824950, 1967497216.000000, 0
105, 12, 248, 178460, 822645, 2003158912.000000, 0
106, 21, 336, 180485, 820523, 2036640000.000000, 0
107, 18, 431, 182190, 818726, 2067583232.000000, 0
108, 18, 583, 183539, 817225, 2095767296.000000, 0
109, 15, 781, 184478, 816091, 2120755840.000000, 0
110, 20, 959, 184786, 815600, 2141684352.000000, 0
111, 17, 1208, 184606, 815534, 2158268928.000000, 0
112, 16, 1487, 183712, 816150, 2169797376.000000, 0
113, 22, 1874, 182145, 817324, 2175459840.000000, 0
114, 22, 2309, 180036, 818998, 2174772480.000000, 0
115, 14, 2777, 177088, 821486, 2167647232.000000, 0
116, 14, 3271, 173535, 824545, 2153469184.000000, 0
117, 21, 3917, 169167, 828260, 2131780480.000000, 0
118, 19, 4583, 164308, 832455, 2102711040.000000, 0
119, 20, 5332, 158805, 837208, 2066187136.000000, 0
120, 22, 6081, 152827, 842435, 2022612224.000000, 0
121, 23, 6965, 146184, 848193, 1971955840.000000, 0
122, 24, 7862, 139131, 854348, 1914035968.000000, 0
123, 28, 8780, 132081, 860476, 1850312064.000000, 0
