0, 1001365, 0, 0, 0, 9878.553711,
2, 1001333, 32, 0, 0, 9877.613281,
3, 991962, 9402, 0, 0, 7816.564941,
4, 984734, 16630, 0, 0, 6020.149658,
5, 978896, 22469, 0, 0, 4715.138183499999,
6, 974350, 27014, 0, 0, 3666.824951,
7, 970864, 30500, 0, 0, 2863.927734,
8, 968314, 33050, 0, 0, 2206.339966,
9, 966248, 35115, 0, 0, 1717.8939814999999,
10, 964473, 36883, 3, 0, 7697.1933595,
11, 962071, 39281, 16, 0, 34449.804687,
12, 956132, 45156, 69, 0, 135864.1953125,
13, 935926, 65209, 240, 0, 501155.9375,
14, 883055, 117621, 673, 0, 1573658.4375,
15, 787200, 212537, 1563, 0, 4179268.5,
16, 660195, 338109, 3110, 0, 9424156.5,
17, 527999, 467928, 5477, 0, 18873153.0,
18, 402399, 590223, 8655, 0, 33635677.0,
19, 296519, 691677, 12389, 0, 54344462.0,
20, 213776, 771125, 16415, 0, 81055528.0,
21, 152159, 829125, 20418, 0, 112632904.0,
22, 107093, 870418, 24441, 0, 148096688.0,
23, 73921, 899102, 28637, 1, 186251488.0,
24, 50735, 917041, 33778, 2, 228241984.0,
25, 34781, 925335, 41375, 4, 277554160.0,
26, 24090, 923925, 53905, 5, 342527232.0,
27, 16701, 909548, 75171, 6, 438309136.0,
28, 11584, 881283, 108260, 10, 582531200.0,
29, 7815, 837647, 156020, 16, 802449568.0,
30, 5360, 777054, 218605, 24, 1122639296.0,
31, 3505, 702238, 294789, 40, 1558543360.0,
32, 2264, 618232, 380875, 61, 2115567744.0,
33, 1495, 526913, 472422, 87, 2779646080.0,
34, 928, 437629, 562267, 124, 3548120576.0,
35, 488, 354259, 646752, 178, 4383532032.0,
36, 241, 278939, 722077, 271, 5241523456.0,
37, 83, 214345, 786356, 453, 6088119552.0,
38, 13, 161596, 837902, 774, 6902589440.0,
39, 1, 120281, 879418, 1319, 7666113024.0,
40, 0, 87444, 911455, 2202, 8354726144.0,
41, 0, 62541, 935210, 3492, 8956726784.0,
42, 0, 44439, 951636, 5246, 9471752192.0,
43, 0, 31564, 962025, 7450, 9923829248.0,
44, 1, 22222, 968624, 10188, 10304188928.0,
45, 1, 15855, 972423, 13285, 10606728704.0,
46, 1, 11349, 973574, 16855, 10837225984.0,
47, 1, 8161, 972025, 21047, 11007857664.0,
48, 2, 6034, 968827, 26241, 11135001088.0,
49, 2, 4750, 963070, 33324, 11228510208.0,
50, 3, 4044, 954139, 43048, 11282149376.0,
51, 3, 3852, 940314, 57096, 11292001792.0,
52, 5, 4123, 919740, 77422, 11257300992.0,
53, 6, 4857, 890824, 105547, 11169358848.0,
54, 9, 6059, 852634, 142653, 11015836160.0,
55, 12, 7674, 804355, 189355, 10779531264.0,
56, 14, 9955, 746323, 245206, 10452801024.0,
57, 19, 12971, 678998, 309524, 10028575232.0,
58, 24, 16660, 605416, 379016, 9518465024.0,
59, 28, 21135, 529605, 450373, 8919421440.0,
60, 33, 26286, 453631, 521184, 8239259392.0,
61, 38, 32046, 381276, 587942, 7512873472.0,
62, 40, 38204, 314315, 648465, 6766599168.0,
63, 44, 44639, 255245, 701467, 6019769856.0,
64, 47, 51117, 205884, 744097, 5295967232.0,
65, 48, 57336, 165355, 778831, 4607682304.0,
66, 49, 63090, 132970, 805585, 3977773824.0,
67, 51, 68110, 108766, 824476, 3414468736.0,
68, 52, 72288, 92562, 836341, 2933523840.0,
69, 54, 75307, 83227, 842677, 2516084352.0,
70, 53, 77062, 78893, 845397, 2170883456.0,
71, 54, 77693, 79483, 844233, 1896799168.0,
72, 53, 76993, 83837, 840733, 1690802112.0,
73, 51, 75150, 91221, 834991, 1548063808.0,
74, 51, 72222, 101005, 827986, 1463673984.0,
75, 50, 68373, 112664, 820214, 1421990784.0,
